Macrophage_TAM	RGS18
Macrophage_TAM	RNASE1
Macrophage_TAM	RRS1
Macrophage_TAM	SH3BP4
Macrophage_TAM	STAB1
Macrophage_TAM	SYT17
Macrophage_TAM	TMIGD3
Macrophage_TAM	ZNF366
Macrophage_l_Danaher17	CD163
Macrophage_l_Danaher17	CD68
Macrophage_l_Danaher17	CD84
Macrophage_l_Danaher17	MS4A4A
Macrophage_sc	CD163
Macrophage_sc	LILRB5
Macrophage_sc	MSR1
Macrophage_sc	SDS
Macrophage_sc	SLCO2B1
Macrophage_sc	TREM2
Macrophage_sc	VSIG4
Mast_l_Danaher17	CPA3
Mast_l_Danaher17	HDC
Mast_l_Danaher17	MS4A2
Mast_l_Danaher17	TPSAB1
Mast_sc	CPA3
Mast_sc	HPGDS
Mast_sc	TPSAB1
Mast_sc	VWA5A
MemBcell_sc	AIM2
MemBcell_sc	TNFRSF13B
MemTcell_sc	AP3M2
MemTcell_sc	CD84
MemTcell_sc	GPR171
MemTcell_sc	GZMK
MemTcell_sc	IL7R
MemTcell_sc	PHACTR2
MemTcell_sc	PKIA
MemTcell_sc	SERINC5
Mesothelial_sc	CALB2
Mesothelial_sc	CCDC80
Mesothelial_sc	PLA2G2A
Mesothelial_sc	PRG4
Mesothelial_sc	PTGIS
Mesothelial_sc	UPK3B
Messina_CKS	CCL19
Messina_CKS	CCL2
